Invoice_ID,Branch,City,Customer_type,Gender,Product_line,Unit_price,Quantity,Tax,Total_Sales,Date,Time,Payment_Type,cogs,gross_margin_percentage,gross_income,Rating,Time_of_Day,Day_Name,Month_Name
351-62-0822,B,Mandalay,Member,Female,Fashion accessories,14.479999542236328,4,2.8959999084472656,60.816001892089844,2019-02-06,18:07:00.0000000,Ewallet,57.919998168945313,4.7619047164916992,2.8959999084472656,4.5,Evening,Wednesday,February
529-56-3974,B,Mandalay,Member,Male,Electronic accessories,25.510000228881836,4,5.1020002365112305,107.14199829101563,2019-03-09,17:03:00.0000000,Cash,102.04000091552734,4.7619047164916992,5.1020002365112305,6.8000001907348633,Evening,Saturday,March
365-64-0515,A,Yangon,Normal,Female,Electronic accessories,46.950000762939453,5,11.737500190734863,246.48750305175781,2019-02-12,10:25:00.0000000,Ewallet,234.75,4.7619047164916992,11.737500190734863,7.0999999046325684,Morning,Tuesday,February
252-56-2699,A,Yangon,Normal,Male,Food and beverages,43.189998626708984,10,21.594999313354492,453.4949951171875,2019-02-07,16:48:00.0000000,Ewallet,431.89999389648438,4.7619047164916992,21.594999313354492,8.1999998092651367,Evening,Thursday,February
829-34-3910,A,Yangon,Normal,Female,Health and beauty,71.379997253417969,10,35.689998626708984,749.489990234375,2019-03-29,19:21:00.0000000,Cash,713.79998779296875,4.7619047164916992,35.689998626708984,5.6999998092651367,Evening,Friday,March
299-46-1805,B,Mandalay,Member,Female,Sports and travel,93.720001220703125,6,28.115999221801758,590.43597412109375,2019-01-15,16:19:00.0000000,Cash,562.32000732421875,4.7619047164916992,28.115999221801758,4.5,Evening,Tuesday,January
656-95-9349,A,Yangon,Member,Female,Health and beauty,68.930000305175781,7,24.125499725341797,506.635498046875,2019-03-11,11:03:00.0000000,Credit card,482.510009765625,4.7619047164916992,24.125499725341797,4.5999999046325684,Morning,Monday,March
765-26-6951,A,Yangon,Normal,Male,Sports and travel,72.610000610351563,6,21.783000946044922,457.4429931640625,2019-01-01,10:39:00.0000000,Credit card,435.66000366210938,4.7619047164916992,21.783000946044922,6.9000000953674316,Morning,Tuesday,January
329-62-1586,A,Yangon,Normal,Male,Food and beverages,54.669998168945313,3,8.2004995346069336,172.21049499511719,2019-01-21,18:00:00.0000000,Credit card,164.00999450683594,4.7619047164916992,8.2004995346069336,8.6000003814697266,Evening,Monday,January
319-50-3348,B,Mandalay,Normal,Female,Home and lifestyle,40.299999237060547,2,4.0300002098083496,84.629997253417969,2019-03-11,15:30:00.0000000,Ewallet,80.599998474121094,4.7619047164916992,4.0300002098083496,4.4000000953674316,Afternoon,Monday,March
300-71-4605,C,Naypyitaw,Member,Male,Electronic accessories,86.040000915527344,5,21.510000228881836,451.70999145507813,2019-02-25,11:24:00.0000000,Ewallet,430.20001220703125,4.7619047164916992,21.510000228881836,4.8000001907348633,Morning,Monday,February
371-85-5789,B,Mandalay,Normal,Male,Health and beauty,87.980003356933594,3,13.196999549865723,277.13699340820313,2019-03-05,10:40:00.0000000,Ewallet,263.94000244140625,4.7619047164916992,13.196999549865723,5.0999999046325684,Morning,Tuesday,March
273-16-6619,B,Mandalay,Normal,Male,Home and lifestyle,33.200000762939453,2,3.3199999332427979,69.720001220703125,2019-03-15,12:20:00.0000000,Credit card,66.400001525878906,4.7619047164916992,3.3199999332427979,4.4000000953674316,Afternoon,Friday,March
636-48-8204,A,Yangon,Normal,Male,Electronic accessories,34.560001373291016,5,8.6400003433227539,181.44000244140625,2019-02-17,11:15:00.0000000,Ewallet,172.80000305175781,4.7619047164916992,8.6400003433227539,9.8999996185302734,Morning,Sunday,February
549-59-1358,A,Yangon,Member,Male,Sports and travel,88.629997253417969,3,13.294500350952148,279.18450927734375,2019-03-02,17:36:00.0000000,Ewallet,265.8900146484375,4.7619047164916992,13.294500350952148,6,Evening,Saturday,March
227-03-5010,A,Yangon,Member,Female,Home and lifestyle,52.590000152587891,8,21.035999298095703,441.75601196289063,2019-03-22,19:20:00.0000000,Credit card,420.72000122070313,4.7619047164916992,21.035999298095703,8.5,Evening,Friday,March
649-29-6775,B,Mandalay,Normal,Male,Fashion accessories,33.520000457763672,1,1.6759999990463257,35.195999145507813,2019-02-08,15:31:00.0000000,Cash,33.520000457763672,4.7619047164916992,1.6759999990463257,6.6999998092651367,Afternoon,Friday,February
189-17-4241,A,Yangon,Normal,Female,Fashion accessories,87.669998168945313,2,8.7670001983642578,184.10699462890625,2019-03-10,12:17:00.0000000,Credit card,175.33999633789063,4.7619047164916992,8.7670001983642578,7.6999998092651367,Afternoon,Sunday,March
145-94-9061,B,Mandalay,Normal,Female,Food and beverages,88.360000610351563,5,22.090000152587891,463.8900146484375,2019-01-25,19:48:00.0000000,Cash,441.79998779296875,4.7619047164916992,22.090000152587891,9.6000003814697266,Evening,Friday,January
848-62-7243,A,Yangon,Normal,Male,Health and beauty,24.889999389648438,9,11.200499534606934,235.21049499511719,2019-03-15,15:36:00.0000000,Cash,224.00999450683594,4.7619047164916992,11.200499534606934,7.4000000953674316,Afternoon,Friday,March
871-79-8483,B,Mandalay,Normal,Male,Fashion accessories,94.129997253417969,5,23.532499313354492,494.1824951171875,2019-02-25,19:39:00.0000000,Credit card,470.64999389648438,4.7619047164916992,23.532499313354492,4.8000001907348633,Evening,Monday,February
149-71-6266,B,Mandalay,Member,Male,Sports and travel,78.069999694824219,9,35.131500244140625,737.761474609375,2019-01-28,12:43:00.0000000,Cash,702.6300048828125,4.7619047164916992,35.131500244140625,4.5,Afternoon,Monday,January
640-49-2076,B,Mandalay,Normal,Male,Sports and travel,83.779998779296875,8,33.512001037597656,703.75201416015625,2019-01-10,14:49:00.0000000,Cash,670.239990234375,4.7619047164916992,33.512001037597656,5.0999999046325684,Afternoon,Thursday,January
595-11-5460,A,Yangon,Normal,Male,Health and beauty,96.580001831054688,2,9.6579999923706055,202.8179931640625,2019-03-15,10:12:00.0000000,Credit card,193.16000366210938,4.7619047164916992,9.6579999923706055,5.0999999046325684,Morning,Friday,March
183-56-6882,C,Naypyitaw,Member,Female,Food and beverages,99.419998168945313,4,19.884000778198242,417.56399536132813,2019-02-06,10:42:00.0000000,Ewallet,397.67999267578125,4.7619047164916992,19.884000778198242,7.5,Morning,Wednesday,February
232-16-2483,C,Naypyitaw,Member,Female,Sports and travel,68.120002746582031,1,3.4059998989105225,71.5260009765625,2019-01-07,12:28:00.0000000,Ewallet,68.120002746582031,4.7619047164916992,3.4059998989105225,6.8000001907348633,Afternoon,Monday,January
129-29-8530,A,Yangon,Member,Male,Sports and travel,62.619998931884766,5,15.654999732971191,328.7550048828125,2019-03-10,19:15:00.0000000,Ewallet,313.10000610351563,4.7619047164916992,15.654999732971191,7,Evening,Sunday,March
272-65-1806,A,Yangon,Normal,Female,Electronic accessories,60.880001068115234,9,27.395999908447266,575.31597900390625,2019-01-15,17:17:00.0000000,Ewallet,547.91998291015625,4.7619047164916992,27.395999908447266,4.6999998092651367,Evening,Tuesday,January
333-73-7901,C,Naypyitaw,Normal,Female,Health and beauty,54.919998168945313,8,21.968000411987305,461.3280029296875,2019-03-23,13:24:00.0000000,Ewallet,439.3599853515625,4.7619047164916992,21.968000411987305,7.5999999046325684,Afternoon,Saturday,March
777-82-7220,B,Mandalay,Member,Male,Home and lifestyle,30.120000839233398,8,12.048000335693359,253.00799560546875,2019-03-03,13:01:00.0000000,Cash,240.96000671386719,4.7619047164916992,12.048000335693359,7.6999998092651367,Afternoon,Sunday,March
280-35-5823,B,Mandalay,Member,Female,Home and lifestyle,86.720001220703125,1,4.3359999656677246,91.055999755859375,2019-01-17,18:45:00.0000000,Ewallet,86.720001220703125,4.7619047164916992,4.3359999656677246,7.9000000953674316,Evening,Thursday,January
554-53-8700,C,Naypyitaw,Member,Male,Home and lifestyle,56.110000610351563,2,5.6110000610351563,117.83100128173828,2019-02-02,10:11:00.0000000,Cash,112.22000122070313,4.7619047164916992,5.6110000610351563,6.3000001907348633,Morning,Saturday,February
354-25-5821,B,Mandalay,Member,Female,Sports and travel,69.120002746582031,6,20.736000061035156,435.45599365234375,2019-02-08,13:03:00.0000000,Cash,414.72000122070313,4.7619047164916992,20.736000061035156,5.5999999046325684,Afternoon,Friday,February
228-96-1411,C,Naypyitaw,Member,Female,Food and beverages,98.699996948242188,8,39.479999542236328,829.08001708984375,2019-03-04,20:39:00.0000000,Cash,789.5999755859375,4.7619047164916992,39.479999542236328,7.5999999046325684,Evening,Monday,March
617-15-4209,C,Naypyitaw,Member,Male,Health and beauty,15.369999885559082,2,1.5369999408721924,32.277000427246094,2019-03-16,19:47:00.0000000,Cash,30.739999771118164,4.7619047164916992,1.5369999408721924,7.1999998092651367,Evening,Saturday,March
132-32-9879,B,Mandalay,Member,Female,Electronic accessories,93.959999084472656,4,18.791999816894531,394.63198852539063,2019-03-09,18:00:00.0000000,Cash,375.83999633789063,4.7619047164916992,18.791999816894531,9.5,Evening,Saturday,March
370-41-7321,B,Mandalay,Member,Male,Health and beauty,56.689998626708984,9,25.510499954223633,535.72052001953125,2019-02-27,17:24:00.0000000,Credit card,510.20999145507813,4.7619047164916992,25.510499954223633,8.3999996185302734,Evening,Wednesday,February
727-46-3608,B,Mandalay,Member,Female,Food and beverages,20.010000228881836,9,9.0045003890991211,189.09449768066406,2019-02-06,15:47:00.0000000,Ewallet,180.08999633789063,4.7619047164916992,9.0045003890991211,4.0999999046325684,Afternoon,Wednesday,February
669-54-1719,B,Mandalay,Member,Male,Electronic accessories,18.930000305175781,6,5.6789999008178711,119.25900268554688,2019-02-10,12:45:00.0000000,Credit card,113.58000183105469,4.7619047164916992,5.6789999008178711,8.1000003814697266,Afternoon,Sunday,February
574-22-5561,C,Naypyitaw,Member,Female,Fashion accessories,82.629997253417969,10,41.314998626708984,867.614990234375,2019-03-19,17:08:00.0000000,Ewallet,826.29998779296875,4.7619047164916992,41.314998626708984,7.9000000953674316,Evening,Tuesday,March
326-78-5178,C,Naypyitaw,Member,Male,Food and beverages,91.400001525878906,7,31.989999771118164,671.78997802734375,2019-02-03,10:19:00.0000000,Cash,639.79998779296875,4.7619047164916992,31.989999771118164,9.5,Morning,Sunday,February
162-48-8011,A,Yangon,Member,Female,Food and beverages,44.590000152587891,5,11.147500038146973,234.09750366210938,2019-02-10,15:10:00.0000000,Cash,222.94999694824219,4.7619047164916992,11.147500038146973,8.5,Afternoon,Sunday,February
616-24-2851,B,Mandalay,Member,Female,Fashion accessories,17.870000839233398,4,3.5739998817443848,75.054000854492188,2019-03-22,14:42:00.0000000,Ewallet,71.480003356933594,4.7619047164916992,3.5739998817443848,6.5,Afternoon,Friday,March
778-71-5554,C,Naypyitaw,Member,Male,Fashion accessories,15.430000305175781,1,0.77149999141693115,16.201499938964844,2019-01-25,15:46:00.0000000,Credit card,15.430000305175781,4.7619047164916992,0.77149999141693115,6.0999999046325684,Afternoon,Friday,January
242-55-6721,B,Mandalay,Normal,Male,Home and lifestyle,16.159999847412109,2,1.6160000562667847,33.936000823974609,2019-03-07,11:49:00.0000000,Ewallet,32.319999694824219,4.7619047164916992,1.6160000562667847,6.5,Morning,Thursday,March
399-46-5918,C,Naypyitaw,Normal,Female,Electronic accessories,85.980003356933594,8,34.391998291015625,722.23199462890625,2019-02-28,19:01:00.0000000,Cash,687.84002685546875,4.7619047164916992,34.391998291015625,8.1999998092651367,Evening,Thursday,February
106-35-6779,A,Yangon,Member,Male,Home and lifestyle,44.340000152587891,2,4.4340000152587891,93.113998413085938,2019-03-27,11:26:00.0000000,Cash,88.680000305175781,4.7619047164916992,4.4340000152587891,5.8000001907348633,Morning,Wednesday,March
635-40-6220,A,Yangon,Normal,Male,Health and beauty,89.599998474121094,8,35.840000152587891,752.6400146484375,2019-02-07,11:28:00.0000000,Ewallet,716.79998779296875,4.7619047164916992,35.840000152587891,6.5999999046325684,Morning,Thursday,February
817-48-8732,A,Yangon,Member,Female,Home and lifestyle,72.349998474121094,10,36.174999237060547,759.67498779296875,2019-01-20,15:55:00.0000000,Cash,723.5,4.7619047164916992,36.174999237060547,5.4000000953674316,Afternoon,Sunday,January
120-06-4233,C,Naypyitaw,Normal,Male,Electronic accessories,30.610000610351563,6,9.1829996109008789,192.84300231933594,2019-03-12,20:36:00.0000000,Cash,183.66000366210938,4.7619047164916992,9.1829996109008789,9.3000001907348633,Evening,Tuesday,March
285-68-5083,C,Naypyitaw,Member,Female,Sports and travel,24.739999771118164,3,3.7109999656677246,77.930999755859375,2019-02-15,17:47:00.0000000,Credit card,74.220001220703125,4.7619047164916992,3.7109999656677246,10,Evening,Friday,February
803-83-5989,C,Naypyitaw,Normal,Male,Home and lifestyle,55.729999542236328,6,16.718999862670898,351.0989990234375,2019-02-24,10:55:00.0000000,Ewallet,334.3800048828125,4.7619047164916992,16.718999862670898,7,Morning,Sunday,February
347-34-2234,B,Mandalay,Member,Female,Sports and travel,55.069999694824219,9,24.781499862670898,520.4114990234375,2019-02-03,13:40:00.0000000,Ewallet,495.6300048828125,4.7619047164916992,24.781499862670898,10,Afternoon,Sunday,February
199-75-8169,A,Yangon,Member,Male,Sports and travel,15.810000419616699,10,7.9050002098083496,166.0050048828125,2019-03-06,12:27:00.0000000,Credit card,158.10000610351563,4.7619047164916992,7.9050002098083496,8.6000003814697266,Afternoon,Wednesday,March
853-23-2453,B,Mandalay,Member,Male,Health and beauty,75.739997863769531,4,15.14799976348877,318.10800170898438,2019-02-14,14:35:00.0000000,Cash,302.95999145507813,4.7619047164916992,15.14799976348877,7.5999999046325684,Afternoon,Thursday,February
877-22-3308,A,Yangon,Member,Male,Health and beauty,15.869999885559082,10,7.934999942779541,166.63499450683594,2019-03-13,16:40:00.0000000,Cash,158.69999694824219,4.7619047164916992,7.934999942779541,5.8000001907348633,Evening,Wednesday,March
838-78-4295,C,Naypyitaw,Normal,Female,Health and beauty,33.470001220703125,2,3.3469998836517334,70.287002563476563,2019-02-10,15:43:00.0000000,Ewallet,66.94000244140625,4.7619047164916992,3.3469998836517334,6.6999998092651367,Afternoon,Sunday,February
109-28-2512,B,Mandalay,Member,Female,Fashion accessories,97.610000610351563,6,29.283000946044922,614.9429931640625,2019-01-07,15:01:00.0000000,Ewallet,585.65997314453125,4.7619047164916992,29.283000946044922,9.8999996185302734,Afternoon,Monday,January
232-11-3025,A,Yangon,Normal,Male,Sports and travel,78.769996643066406,10,39.384998321533203,827.08502197265625,2019-01-24,10:04:00.0000000,Cash,787.70001220703125,4.7619047164916992,39.384998321533203,6.4000000953674316,Morning,Thursday,January
382-03-4532,A,Yangon,Member,Female,Health and beauty,18.329999923706055,1,0.91649997234344482,19.246500015258789,2019-02-02,18:50:00.0000000,Cash,18.329999923706055,4.7619047164916992,0.91649997234344482,4.3000001907348633,Evening,Saturday,February
393-65-2792,C,Naypyitaw,Normal,Male,Food and beverages,89.480003356933594,10,44.740001678466797,939.53997802734375,2019-01-06,12:46:00.0000000,Credit card,894.79998779296875,4.7619047164916992,44.740001678466797,9.6000003814697266,Afternoon,Sunday,January
796-12-2025,C,Naypyitaw,Normal,Male,Fashion accessories,62.119998931884766,10,31.059999465942383,652.260009765625,2019-02-11,16:19:00.0000000,Cash,621.20001220703125,4.7619047164916992,31.059999465942383,5.9000000953674316,Evening,Monday,February
510-95-6347,B,Mandalay,Member,Female,Food and beverages,48.520000457763672,3,7.2779998779296875,152.83799743652344,2019-03-05,18:17:00.0000000,Ewallet,145.55999755859375,4.7619047164916992,7.2779998779296875,4,Evening,Tuesday,March
841-35-6630,C,Naypyitaw,Normal,Female,Electronic accessories,75.910003662109375,6,22.773000717163086,478.23300170898438,2019-03-09,18:21:00.0000000,Cash,455.45999145507813,4.7619047164916992,22.773000717163086,8.6999998092651367,Evening,Saturday,March
287-21-9091,A,Yangon,Normal,Male,Home and lifestyle,74.669998168945313,9,33.60150146484375,705.6314697265625,2019-01-22,10:55:00.0000000,Ewallet,672.030029296875,4.7619047164916992,33.60150146484375,9.3999996185302734,Morning,Tuesday,January
732-94-0499,C,Naypyitaw,Normal,Female,Electronic accessories,41.650001525878906,10,20.825000762939453,437.32501220703125,2019-01-13,17:04:00.0000000,Credit card,416.5,4.7619047164916992,20.825000762939453,5.4000000953674316,Evening,Sunday,January
263-10-3913,C,Naypyitaw,Member,Male,Fashion accessories,49.040000915527344,9,22.068000793457031,463.42800903320313,2019-01-09,14:20:00.0000000,Credit card,441.3599853515625,4.7619047164916992,22.068000793457031,8.6000003814697266,Afternoon,Wednesday,January
381-20-0914,A,Yangon,Member,Female,Fashion accessories,20.010000228881836,9,9.0045003890991211,189.09449768066406,2019-01-12,15:48:00.0000000,Credit card,180.08999633789063,4.7619047164916992,9.0045003890991211,5.6999998092651367,Afternoon,Saturday,January
829-49-1914,C,Naypyitaw,Member,Female,Food and beverages,78.30999755859375,10,39.154998779296875,822.2550048828125,2019-03-05,16:24:00.0000000,Ewallet,783.0999755859375,4.7619047164916992,39.154998779296875,6.5999999046325684,Evening,Tuesday,March
756-01-7507,C,Naypyitaw,Normal,Female,Health and beauty,20.379999160766602,5,5.0949997901916504,106.99500274658203,2019-01-22,18:56:00.0000000,Cash,101.90000152587891,4.7619047164916992,5.0949997901916504,6,Evening,Tuesday,January
870-72-4431,C,Naypyitaw,Normal,Female,Health and beauty,99.19000244140625,6,29.756999969482422,624.89697265625,2019-01-21,14:42:00.0000000,Credit card,595.1400146484375,4.7619047164916992,29.756999969482422,5.5,Afternoon,Monday,January
847-38-7188,B,Mandalay,Normal,Female,Food and beverages,96.680000305175781,3,14.501999855041504,304.5419921875,2019-01-26,19:56:00.0000000,Ewallet,290.04000854492188,4.7619047164916992,14.501999855041504,6.4000000953674316,Evening,Saturday,January
480-63-2856,C,Naypyitaw,Normal,Male,Food and beverages,19.25,8,7.6999998092651367,161.69999694824219,2019-01-23,18:37:00.0000000,Ewallet,154,4.7619047164916992,7.6999998092651367,6.5999999046325684,Evening,Wednesday,January
787-56-0757,C,Naypyitaw,Member,Female,Food and beverages,80.360000610351563,4,16.072000503540039,337.51199340820313,2019-02-23,18:45:00.0000000,Credit card,321.44000244140625,4.7619047164916992,16.072000503540039,8.3000001907348633,Evening,Saturday,February
360-39-5055,C,Naypyitaw,Member,Male,Sports and travel,48.909999847412109,5,12.227499961853027,256.77749633789063,2019-03-09,10:17:00.0000000,Cash,244.55000305175781,4.7619047164916992,12.227499961853027,6.5999999046325684,Morning,Saturday,March
730-50-9884,C,Naypyitaw,Normal,Female,Sports and travel,83.05999755859375,7,29.070999145507813,610.49102783203125,2019-03-05,14:31:00.0000000,Ewallet,581.41998291015625,4.7619047164916992,29.070999145507813,4,Afternoon,Tuesday,March
362-58-8315,C,Naypyitaw,Normal,Male,Fashion accessories,76.519996643066406,5,19.129999160766602,401.73001098632813,2019-03-25,10:23:00.0000000,Cash,382.60000610351563,4.7619047164916992,19.129999160766602,9.8999996185302734,Morning,Monday,March
633-44-8566,A,Yangon,Member,Male,Food and beverages,49.380001068115234,7,17.283000946044922,362.9429931640625,2019-03-27,20:35:00.0000000,Credit card,345.66000366210938,4.7619047164916992,17.283000946044922,7.3000001907348633,Evening,Wednesday,March
504-35-8843,A,Yangon,Normal,Male,Sports and travel,42.470001220703125,1,2.1235001087188721,44.593498229980469,2019-01-02,16:57:00.0000000,Cash,42.470001220703125,4.7619047164916992,2.1235001087188721,5.6999998092651367,Evening,Wednesday,January
318-68-5053,B,Mandalay,Normal,Female,Health and beauty,76.989997863769531,6,23.097000122070313,485.0369873046875,2019-02-27,17:55:00.0000000,Cash,461.94000244140625,4.7619047164916992,23.097000122070313,6.0999999046325684,Evening,Wednesday,February
565-80-5980,C,Naypyitaw,Member,Female,Home and lifestyle,47.380001068115234,4,9.4759998321533203,198.99600219726563,2019-01-23,10:25:00.0000000,Cash,189.52000427246094,4.7619047164916992,9.4759998321533203,7.0999999046325684,Morning,Wednesday,January
225-32-0908,C,Naypyitaw,Normal,Female,Sports and travel,44.860000610351563,10,22.430000305175781,471.02999877929688,2019-01-26,19:54:00.0000000,Ewallet,448.60000610351563,4.7619047164916992,22.430000305175781,8.1999998092651367,Evening,Saturday,January
873-51-0671,A,Yangon,Member,Female,Sports and travel,21.979999542236328,7,7.6929998397827148,161.55299377441406,2019-01-10,16:42:00.0000000,Ewallet,153.86000061035156,4.7619047164916992,7.6929998397827148,5.0999999046325684,Evening,Thursday,January
152-08-9985,B,Mandalay,Member,Male,Health and beauty,64.360000610351563,9,28.961999893188477,608.2020263671875,2019-03-12,12:09:00.0000000,Credit card,579.239990234375,4.7619047164916992,28.961999893188477,8.6000003814697266,Afternoon,Tuesday,March
512-91-0811,C,Naypyitaw,Normal,Male,Health and beauty,89.75,1,4.4875001907348633,94.237503051757813,2019-02-06,20:05:00.0000000,Credit card,89.75,4.7619047164916992,4.4875001907348633,6.5999999046325684,Evening,Wednesday,February
594-34-4444,A,Yangon,Normal,Male,Electronic accessories,97.160003662109375,1,4.8579998016357422,102.01799774169922,2019-03-08,20:38:00.0000000,Ewallet,97.160003662109375,4.7619047164916992,4.8579998016357422,7.1999998092651367,Evening,Friday,March
766-85-7061,B,Mandalay,Normal,Male,Health and beauty,87.870002746582031,10,43.935001373291016,922.635009765625,2019-03-29,10:25:00.0000000,Ewallet,878.70001220703125,4.7619047164916992,43.935001373291016,5.0999999046325684,Morning,Friday,March
871-39-9221,C,Naypyitaw,Normal,Female,Electronic accessories,12.449999809265137,6,3.7349998950958252,78.43499755859375,2019-02-09,13:11:00.0000000,Cash,74.699996948242188,4.7619047164916992,3.7349998950958252,4.0999999046325684,Afternoon,Saturday,February
865-92-6136,A,Yangon,Normal,Male,Food and beverages,52.75,3,7.9124999046325684,166.16250610351563,2019-03-23,10:16:00.0000000,Ewallet,158.25,4.7619047164916992,7.9124999046325684,9.3000001907348633,Morning,Saturday,March
733-01-9107,B,Mandalay,Normal,Male,Home and lifestyle,82.699996948242188,6,24.809999465942383,521.010009765625,2019-03-05,18:14:00.0000000,Cash,496.20001220703125,4.7619047164916992,24.809999465942383,7.4000000953674316,Evening,Tuesday,March
163-56-7055,C,Naypyitaw,Member,Male,Fashion accessories,48.709999084472656,1,2.435499906539917,51.145500183105469,2019-03-26,19:20:00.0000000,Cash,48.709999084472656,4.7619047164916992,2.435499906539917,4.0999999046325684,Evening,Tuesday,March
189-98-2939,C,Naypyitaw,Normal,Male,Fashion accessories,78.550003051757813,9,35.347499847412109,742.2974853515625,2019-03-01,13:22:00.0000000,Cash,706.95001220703125,4.7619047164916992,35.347499847412109,7.1999998092651367,Afternoon,Friday,March
551-21-3069,C,Naypyitaw,Normal,Female,Electronic accessories,23.069999694824219,9,10.381500244140625,218.01150512695313,2019-02-01,11:27:00.0000000,Cash,207.6300048828125,4.7619047164916992,10.381500244140625,4.9000000953674316,Morning,Friday,February
212-62-1842,A,Yangon,Normal,Male,Food and beverages,58.259998321533203,6,17.478000640869141,367.03799438476563,2019-03-28,16:44:00.0000000,Cash,349.55999755859375,4.7619047164916992,17.478000640869141,9.8999996185302734,Evening,Thursday,March
716-39-1409,B,Mandalay,Normal,Male,Health and beauty,30.350000381469727,7,10.622500419616699,223.07249450683594,2019-03-19,18:19:00.0000000,Cash,212.44999694824219,4.7619047164916992,10.622500419616699,8,Evening,Tuesday,March
704-48-3927,A,Yangon,Member,Male,Electronic accessories,88.669998168945313,10,44.334999084472656,931.03497314453125,2019-01-12,14:50:00.0000000,Ewallet,886.70001220703125,4.7619047164916992,44.334999084472656,7.3000001907348633,Afternoon,Saturday,January
628-34-3388,C,Naypyitaw,Normal,Male,Fashion accessories,27.379999160766602,6,8.2139997482299805,172.49400329589844,2019-01-05,20:54:00.0000000,Credit card,164.27999877929688,4.7619047164916992,8.2139997482299805,7.9000000953674316,Evening,Saturday,January
630-74-5166,A,Yangon,Normal,Male,Sports and travel,62.130001068115234,6,18.638999938964844,391.41900634765625,2019-03-22,20:19:00.0000000,Cash,372.77999877929688,4.7619047164916992,18.638999938964844,7.4000000953674316,Evening,Friday,March
588-01-7461,C,Naypyitaw,Normal,Female,Food and beverages,33.979999542236328,9,15.291000366210938,321.11099243164063,2019-03-24,10:43:00.0000000,Cash,305.82000732421875,4.7619047164916992,15.291000366210938,4.1999998092651367,Morning,Sunday,March
861-77-0145,C,Naypyitaw,Member,Male,Electronic accessories,81.970001220703125,10,40.985000610351563,860.68499755859375,2019-03-03,14:30:00.0000000,Cash,819.70001220703125,4.7619047164916992,40.985000610351563,9.1999998092651367,Afternoon,Sunday,March
479-26-8945,B,Mandalay,Member,Female,Sports and travel,16.489999771118164,2,1.6490000486373901,34.629001617431641,2019-02-05,11:32:00.0000000,Ewallet,32.979999542236328,4.7619047164916992,1.6490000486373901,4.5999999046325684,Morning,Tuesday,February
210-67-5886,C,Naypyitaw,Member,Female,Health and beauty,98.209999084472656,3,14.731499671936035,309.36151123046875,2019-02-05,10:41:00.0000000,Credit card,294.6300048828125,4.7619047164916992,14.731499671936035,7.8000001907348633,Morning,Tuesday,February
